timestamp,panel_id,irradiance_w_m2,power_generated_kw,consumption_kw,net_energy_kw,battery_soc_kwh,temperature_c
2025-01-02 02:00:00,Panel_C,0.0,0.0057,0.278,-0.2723,0.0,26.1
2025-01-02 03:00:00,Panel_A,0.0,0.0,0.2157,-0.2157,0.0,20.6
2025-01-02 03:00:00,Panel_B,0.0,0.0,0.1931,-0.1931,0.0,29.8
2025-01-02 03:00:00,Panel_C,0.0,0.0034,0.1061,-0.1027,0.0,20.7
2025-01-02 04:00:00,Panel_A,0.0,0.0,0.2645,-0.2645,0.0,26.5
2025-01-02 04:00:00,Panel_B,0.0,0.0003,0.254,-0.2537,0.0,23.9
2025-01-02 04:00:00,Panel_C,0.0,0.0,0.2246,-0.2246,0.0,21.5
2025-01-02 05:00:00,Panel_A,0.0,0.0002,0.2081,-0.2079,0.0,31.5
2025-01-02 05:00:00,Panel_B,0.0,0.0,0.2452,-0.2452,0.0,37.6
2025-01-02 05:00:00,Panel_C,0.0,0.0,0.259,-0.259,0.0,24.9
2025-01-02 06:00:00,Panel_A,193.38,0.0657,0.5177,-0.4521,0.0,37.3
2025-01-02 06:00:00,Panel_B,193.38,0.0671,1.0852,-1.0181,0.0,32.5
2025-01-02 06:00:00,Panel_C,193.38,0.0675,0.6095,-0.542,0.0,24.5
2025-01-02 07:00:00,Panel_A,271.63,0.1066,2.1602,-2.0536,0.0,25.0
2025-01-02 07:00:00,Panel_B,271.63,0.0971,2.4549,-2.3578,0.0,33.3
2025-01-02 07:00:00,Panel_C,271.63,0.1138,1.9196,-1.8058,0.0,24.5
2025-01-02 08:00:00,Panel_A,467.98,0.1748,1.5144,-1.3396,0.0,22.1
2025-01-02 08:00:00,Panel_B,467.98,0.1603,1.546,-1.3857,0.0,20.7
2025-01-02 08:00:00,Panel_C,467.98,0.1801,1.9742,-1.7941,0.0,21.8
2025-01-02 09:00:00,Panel_A,592.79,0.1972,1.6732,-1.476,0.0,27.8
2025-01-02 09:00:00,Panel_B,592.79,0.2024,1.8985,-1.6962,0.0,31.1
2025-01-02 09:00:00,Panel_C,592.79,0.2231,1.8746,-1.6516,0.0,31.3
2025-01-02 10:00:00,Panel_A,686.03,0.2528,0.9611,-0.7083,0.0,22.9
2025-01-02 10:00:00,Panel_B,686.03,0.2402,0.5494,-0.3092,0.0,31.6
2025-01-02 10:00:00,Panel_C,686.03,0.261,1.1582,-0.8971,0.0,30.4
2025-01-02 11:00:00,Panel_A,748.74,0.2775,0.8208,-0.5433,0.0,29.8
2025-01-02 11:00:00,Panel_B,748.74,0.2559,1.159,-0.9032,0.0,26.9
2025-01-02 11:00:00,Panel_C,748.74,0.2859,0.5498,-0.2639,0.0,25.7
2025-01-02 12:00:00,Panel_A,768.87,0.2738,0.5827,-0.3089,0.0,32.5
2025-01-02 12:00:00,Panel_B,768.87,0.2734,0.9403,-0.6669,0.0,35.8
2025-01-02 12:00:00,Panel_C,768.87,0.2962,0.6974,-0.4012,0.0,23.2
2025-01-02 13:00:00,Panel_A,799.49,0.2916,1.1934,-0.9018,0.0,27.4
2025-01-02 13:00:00,Panel_B,799.49,0.2829,0.7604,-0.4775,0.0,34.0
2025-01-02 13:00:00,Panel_C,799.49,0.3065,1.1009,-0.7943,0.0,27.7
2025-01-02 14:00:00,Panel_A,669.38,0.2451,0.5722,-0.3271,0.0,36.2
2025-01-02 14:00:00,Panel_B,669.38,0.2384,0.8537,-0.6153,0.0,34.9
2025-01-02 14:00:00,Panel_C,669.38,0.2578,0.7724,-0.5147,0.0,20.2
2025-01-02 15:00:00,Panel_A,538.54,0.1955,1.1654,-0.9699,0.0,30.3
2025-01-02 15:00:00,Panel_B,538.54,0.1878,0.9423,-0.7544,0.0,28.1
2025-01-02 15:00:00,Panel_C,538.54,0.1996,0.9708,-0.7711,0.0,33.5
2025-01-02 16:00:00,Panel_A,355.65,0.1312,0.5638,-0.4327,0.0,28.9
2025-01-02 16:00:00,Panel_B,355.65,0.1276,0.5403,-0.4127,0.0,29.9
2025-01-02 16:00:00,Panel_C,355.65,0.14,0.7456,-0.6056,0.0,22.1
2025-01-02 17:00:00,Panel_A,281.01,0.1032,0.9328,-0.8295,0.0,21.8
2025-01-02 17:00:00,Panel_B,281.01,0.0955,0.5589,-0.4633,0.0,32.6
2025-01-02 17:00:00,Panel_C,281.01,0.1044,0.5594,-0.455,0.0,37.8
2025-01-02 18:00:00,Panel_A,195.66,0.0632,3.2192,-3.156,0.0,37.1
2025-01-02 18:00:00,Panel_B,195.66,0.0614,3.479,-3.4176,0.0,33.6
2025-01-02 18:00:00,Panel_C,195.66,0.0708,3.1657,-3.095,0.0,30.1
2025-01-02 19:00:00,Panel_A,0.0,0.0,2.6363,-2.6363,0.0,36.3
2025-01-02 19:00:00,Panel_B,0.0,0.0,2.017,-2.017,0.0,28.4
2025-01-02 19:00:00,Panel_C,0.0,0.0,2.0845,-2.0845,0.0,22.1
2025-01-02 20:00:00,Panel_A,0.0,0.0016,3.1191,-3.1175,0.0,30.5
2025-01-02 20:00:00,Panel_B,0.0,0.0,3.4433,-3.4433,0.0,26.7
2025-01-02 20:00:00,Panel_C,0.0,0.0035,2.3354,-2.3319,0.0,37.3
2025-01-02 21:00:00,Panel_A,0.0,0.0,2.0182,-2.0182,0.0,37.5
2025-01-02 21:00:00,Panel_B,0.0,0.0011,2.1107,-2.1096,0.0,30.0
2025-01-02 21:00:00,Panel_C,0.0,0.0001,3.454,-3.4539,0.0,29.4
2025-01-02 22:00:00,Panel_A,0.0,0.0073,2.6818,-2.6746,0.0,31.3
2025-01-02 22:00:00,Panel_B,0.0,0.0048,2.8765,-2.8717,0.0,36.2
2025-01-02 22:00:00,Panel_C,0.0,0.0109,2.4161,-2.4051,0.0,23.4
2025-01-02 23:00:00,Panel_A,0.0,0.0,0.8246,-0.8246,0.0,26.4
2025-01-02 23:00:00,Panel_B,0.0,0.0,1.1821,-1.1821,0.0,37.8
2025-01-02 23:00:00,Panel_C,0.0,0.0008,0.9887,-0.988,0.0,29.6
2025-01-03 00:00:00,Panel_A,0.0,0.0048,0.2369,-0.2322,0.0,22.9
2025-01-03 00:00:00,Panel_B,0.0,0.0,0.2822,-0.2822,0.0,34.8
2025-01-03 00:00:00,Panel_C,0.0,0.0,0.2865,-0.2865,0.0,35.6
2025-01-03 01:00:00,Panel_A,0.0,0.0092,0.109,-0.0999,0.0,20.5
2025-01-03 01:00:00,Panel_B,0.0,0.0059,0.2975,-0.2916,0.0,22.7
2025-01-03 01:00:00,Panel_C,0.0,0.0,0.2188,-0.2188,0.0,26.9
2025-01-03 02:00:00,Panel_A,0.0,0.0,0.183,-0.183,0.0,24.9
2025-01-03 02:00:00,Panel_B,0.0,0.0062,0.1113,-0.1051,0.0,35.6
2025-01-03 02:00:00,Panel_C,0.0,0.0,0.2538,-0.2538,0.0,37.0
2025-01-03 03:00:00,Panel_A,0.0,0.0002,0.2699,-0.2697,0.0,24.5
2025-01-03 03:00:00,Panel_B,0.0,0.0,0.2908,-0.2908,0.0,30.9
2025-01-03 03:00:00,Panel_C,0.0,0.0,0.1457,-0.1457,0.0,32.1
2025-01-03 04:00:00,Panel_A,0.0,0.0,0.1227,-0.1227,0.0,32.1
2025-01-03 04:00:00,Panel_B,0.0,0.0064,0.2041,-0.1977,0.0,33.9
2025-01-03 04:00:00,Panel_C,0.0,0.0059,0.2104,-0.2045,0.0,30.1
2025-01-03 05:00:00,Panel_A,0.0,0.0003,0.2753,-0.275,0.0,27.3
2025-01-03 05:00:00,Panel_B,0.0,0.0032,0.2408,-0.2376,0.0,23.8
2025-01-03 05:00:00,Panel_C,0.0,0.0068,0.1273,-0.1204,0.0,20.3
2025-01-03 06:00:00,Panel_A,236.97,0.0765,0.7746,-0.6981,0.0,27.9
2025-01-03 06:00:00,Panel_B,236.97,0.0816,0.8598,-0.7782,0.0,34.1
2025-01-03 06:00:00,Panel_C,236.97,0.0936,0.7776,-0.6839,0.0,31.2
2025-01-03 07:00:00,Panel_A,203.19,0.0729,1.9591,-1.8863,0.0,37.6
2025-01-03 07:00:00,Panel_B,203.19,0.0608,2.1334,-2.0726,0.0,24.3
2025-01-03 07:00:00,Panel_C,203.19,0.0768,1.5759,-1.4991,0.0,22.3
2025-01-03 08:00:00,Panel_A,434.69,0.1518,1.6819,-1.5301,0.0,26.2
2025-01-03 08:00:00,Panel_B,434.69,0.1518,2.1676,-2.0157,0.0,23.1
2025-01-03 08:00:00,Panel_C,434.69,0.17,1.6923,-1.5223,0.0,20.7
2025-01-03 09:00:00,Panel_A,527.54,0.186,1.677,-1.4911,0.0,21.6
2025-01-03 09:00:00,Panel_B,527.54,0.1841,1.7063,-1.5222,0.0,26.6
2025-01-03 09:00:00,Panel_C,527.54,0.1953,2.0034,-1.8081,0.0,32.4
2025-01-03 10:00:00,Panel_A,644.51,0.2331,1.1115,-0.8784,0.0,36.6
2025-01-03 10:00:00,Panel_B,644.51,0.225,1.0643,-0.8393,0.0,33.5
2025-01-03 10:00:00,Panel_C,644.51,0.2438,0.6292,-0.3854,0.0,23.8
2025-01-03 11:00:00,Panel_A,754.25,0.26,0.9328,-0.6728,0.0,26.6
2025-01-03 11:00:00,Panel_B,754.25,0.2722,0.5257,-0.2535,0.0,24.5
2025-01-03 11:00:00,Panel_C,754.25,0.2854,0.9993,-0.714,0.0,36.1
2025-01-03 12:00:00,Panel_A,953.94,0.349,0.575,-0.226,0.0,28.1
2025-01-03 12:00:00,Panel_B,953.94,0.3258,0.6885,-0.3626,0.0,26.8
2025-01-03 12:00:00,Panel_C,953.94,0.3635,0.514,-0.1505,0.0,25.8
2025-01-03 13:00:00,Panel_A,735.68,0.2594,0.5838,-0.3244,0.0,36.0
2025-01-03 13:00:00,Panel_B,735.68,0.2659,1.0524,-0.7865,0.0,29.0
2025-01-03 13:00:00,Panel_C,735.68,0.284,0.5608,-0.2769,0.0,29.7
2025-01-03 14:00:00,Panel_A,755.65,0.2747,0.8022,-0.5274,0.0,22.3
2025-01-03 14:00:00,Panel_B,755.65,0.2601,0.9521,-0.692,0.0,30.3
2025-01-03 14:00:00,Panel_C,755.65,0.2802,0.7493,-0.469,0.0,37.8
2025-01-03 15:00:00,Panel_A,484.13,0.1771,0.5712,-0.3941,0.0,22.8
2025-01-03 15:00:00,Panel_B,484.13,0.1662,0.6306,-0.4644,0.0,25.1
2025-01-03 15:00:00,Panel_C,484.13,0.1815,0.6214,-0.4398,0.0,36.1
2025-01-03 16:00:00,Panel_A,418.79,0.1466,0.7873,-0.6407,0.0,37.7
2025-01-03 16:00:00,Panel_B,418.79,0.1454,1.1786,-1.0332,0.0,35.6
2025-01-03 16:00:00,Panel_C,418.79,0.1546,1.072,-0.9173,0.0,24.6
2025-01-03 17:00:00,Panel_A,313.4,0.1079,1.1506,-1.0426,0.0,30.0
2025-01-03 17:00:00,Panel_B,313.4,0.1013,1.0386,-0.9373,0.0,23.4
2025-01-03 17:00:00,Panel_C,313.4,0.1218,0.7266,-0.6048,0.0,27.7
2025-01-03 18:00:00,Panel_A,102.68,0.0372,2.1723,-2.1351,0.0,31.0
2025-01-03 18:00:00,Panel_B,102.68,0.0391,2.2315,-2.1924,0.0,28.7
2025-01-03 18:00:00,Panel_C,102.68,0.0307,2.7989,-2.7682,0.0,20.9
2025-01-03 19:00:00,Panel_A,0.0,0.0,2.0951,-2.0951,0.0,37.8
2025-01-03 19:00:00,Panel_B,0.0,0.0,2.4835,-2.4835,0.0,34.6
2025-01-03 19:00:00,Panel_C,0.0,0.0042,3.1403,-3.1362,0.0,30.7
2025-01-03 20:00:00,Panel_A,0.0,0.0,2.7074,-2.7074,0.0,27.4
2025-01-03 20:00:00,Panel_B,0.0,0.0029,3.2459,-3.243,0.0,37.4
2025-01-03 20:00:00,Panel_C,0.0,0.0,2.1864,-2.1864,0.0,33.2
2025-01-03 21:00:00,Panel_A,0.0,0.0004,2.8617,-2.8613,0.0,35.2
2025-01-03 21:00:00,Panel_B,0.0,0.0,2.2097,-2.2097,0.0,34.3
2025-01-03 21:00:00,Panel_C,0.0,0.0,2.2464,-2.2464,0.0,34.7
2025-01-03 22:00:00,Panel_A,0.0,0.0,2.9978,-2.9978,0.0,29.4
2025-01-03 22:00:00,Panel_B,0.0,0.0044,2.5887,-2.5843,0.0,34.7
2025-01-03 22:00:00,Panel_C,0.0,0.0,2.6587,-2.6587,0.0,26.8
2025-01-03 23:00:00,Panel_A,0.0,0.0,1.0233,-1.0233,0.0,29.0
2025-01-03 23:00:00,Panel_B,0.0,0.0,0.6625,-0.6625,0.0,36.2
2025-01-03 23:00:00,Panel_C,0.0,0.0041,1.1345,-1.1304,0.0,31.2
2025-01-04 00:00:00,Panel_A,0.0,0.0,0.1234,-0.1234,0.0,36.9
2025-01-04 00:00:00,Panel_B,0.0,0.0,0.1279,-0.1279,0.0,34.3
2025-01-04 00:00:00,Panel_C,0.0,0.0057,0.224,-0.2183,0.0,29.6
2025-01-04 01:00:00,Panel_A,0.0,0.0009,0.1303,-0.1294,0.0,25.6
2025-01-04 01:00:00,Panel_B,0.0,0.0012,0.1497,-0.1485,0.0,33.4
2025-01-04 01:00:00,Panel_C,0.0,0.0004,0.2525,-0.2521,0.0,35.8
2025-01-04 02:00:00,Panel_A,0.0,0.0,0.1684,-0.1684,0.0,34.8
2025-01-04 02:00:00,Panel_B,0.0,0.0,0.2595,-0.2595,0.0,22.7
2025-01-04 02:00:00,Panel_C,0.0,0.0,0.1459,-0.1459,0.0,33.0
2025-01-04 03:00:00,Panel_A,0.0,0.0043,0.2388,-0.2344,0.0,29.8
2025-01-04 03:00:00,Panel_B,0.0,0.0068,0.1504,-0.1436,0.0,26.2
2025-01-04 03:00:00,Panel_C,0.0,0.0,0.1924,-0.1924,0.0,37.1
2025-01-04 04:00:00,Panel_A,0.0,0.0075,0.1307,-0.1232,0.0,30.6
2025-01-04 04:00:00,Panel_B,0.0,0.0122,0.1036,-0.0914,0.0,35.7
2025-01-04 04:00:00,Panel_C,0.0,0.0006,0.2864,-0.2858,0.0,30.2
2025-01-04 05:00:00,Panel_A,0.0,0.0024,0.2414,-0.239,0.0,22.7
2025-01-04 05:00:00,Panel_B,0.0,0.0011,0.2153,-0.2141,0.0,30.9
2025-01-04 05:00:00,Panel_C,0.0,0.008,0.2869,-0.2789,0.0,36.7
2025-01-04 06:00:00,Panel_A,158.49,0.0521,1.1894,-1.1373,0.0,35.1
2025-01-04 06:00:00,Panel_B,158.49,0.0548,0.5873,-0.5324,0.0,36.6
2025-01-04 06:00:00,Panel_C,158.49,0.0605,0.9139,-0.8534,0.0,27.2
2025-01-04 07:00:00,Panel_A,343.07,0.1227,2.3029,-2.1801,0.0,20.1
2025-01-04 07:00:00,Panel_B,343.07,0.1179,1.8335,-1.7156,0.0,27.2
2025-01-04 07:00:00,Panel_C,343.07,0.1345,1.8463,-1.7119,0.0,26.2
2025-01-04 08:00:00,Panel_A,420.03,0.1495,1.7246,-1.5751,0.0,28.1
2025-01-04 08:00:00,Panel_B,420.03,0.1554,1.6409,-1.4855,0.0,23.2
2025-01-04 08:00:00,Panel_C,420.03,0.1461,2.4148,-2.2687,0.0,26.5
2025-01-04 09:00:00,Panel_A,551.34,0.2077,1.5131,-1.3054,0.0,31.9
2025-01-04 09:00:00,Panel_B,551.34,0.1986,1.678,-1.4794,0.0,37.3
2025-01-04 09:00:00,Panel_C,551.34,0.2082,1.5853,-1.3772,0.0,37.9
2025-01-04 10:00:00,Panel_A,624.17,0.2376,0.547,-0.3094,0.0,33.5
2025-01-04 10:00:00,Panel_B,624.17,0.2188,0.6469,-0.4282,0.0,36.2
2025-01-04 10:00:00,Panel_C,624.17,0.2343,0.5256,-0.2913,0.0,28.5
2025-01-04 11:00:00,Panel_A,740.66,0.2631,1.0429,-0.7798,0.0,28.2
2025-01-04 11:00:00,Panel_B,740.66,0.2598,0.8671,-0.6073,0.0,27.9
2025-01-04 11:00:00,Panel_C,740.66,0.2877,0.6087,-0.321,0.0,23.3
2025-01-04 12:00:00,Panel_A,696.33,0.2436,0.9508,-0.7072,0.0,27.4
2025-01-04 12:00:00,Panel_B,696.33,0.2398,0.5178,-0.2779,0.0,22.8
2025-01-04 12:00:00,Panel_C,696.33,0.2693,0.519,-0.2497,0.0,24.0
2025-01-04 13:00:00,Panel_A,831.58,0.303,0.5138,-0.2108,0.0,21.9
2025-01-04 13:00:00,Panel_B,831.58,0.2854,1.0599,-0.7745,0.0,23.2
2025-01-04 13:00:00,Panel_C,831.58,0.3099,0.5696,-0.2597,0.0,24.4
2025-01-04 14:00:00,Panel_A,715.14,0.261,1.0812,-0.8201,0.0,27.1
2025-01-04 14:00:00,Panel_B,715.14,0.2525,0.9677,-0.7151,0.0,23.7
2025-01-04 14:00:00,Panel_C,715.14,0.2747,0.5091,-0.2344,0.0,21.5
2025-01-04 15:00:00,Panel_A,538.58,0.1955,0.795,-0.5995,0.0,36.1
2025-01-04 15:00:00,Panel_B,538.58,0.1822,1.0722,-0.89,0.0,26.2
2025-01-04 15:00:00,Panel_C,538.58,0.2011,0.9132,-0.7121,0.0,24.8
2025-01-04 16:00:00,Panel_A,345.94,0.1181,0.8864,-0.7683,0.0,27.9
2025-01-04 16:00:00,Panel_B,345.94,0.1299,0.7061,-0.5763,0.0,37.1
2025-01-04 16:00:00,Panel_C,345.94,0.1287,1.1079,-0.9792,0.0,28.8
2025-01-04 17:00:00,Panel_A,308.32,0.1116,0.7976,-0.6861,0.0,20.4
2025-01-04 17:00:00,Panel_B,308.32,0.1087,0.6881,-0.5794,0.0,29.7
2025-01-04 17:00:00,Panel_C,308.32,0.1104,0.5975,-0.4871,0.0,35.0
2025-01-04 18:00:00,Panel_A,221.22,0.0797,2.2575,-2.1778,0.0,24.9
2025-01-04 18:00:00,Panel_B,221.22,0.0792,2.0276,-1.9484,0.0,36.5
2025-01-04 18:00:00,Panel_C,221.22,0.085,2.4111,-2.326,0.0,30.0
2025-01-04 19:00:00,Panel_A,0.0,0.0,2.9771,-2.9771,0.0,34.9
2025-01-04 19:00:00,Panel_B,0.0,0.0013,2.9008,-2.8995,0.0,32.0
2025-01-04 19:00:00,Panel_C,0.0,0.0049,2.2631,-2.2581,0.0,36.5
2025-01-04 20:00:00,Panel_A,0.0,0.0,2.7784,-2.7784,0.0,20.8
2025-01-04 20:00:00,Panel_B,0.0,0.0,2.2494,-2.2494,0.0,33.3
2025-01-04 20:00:00,Panel_C,0.0,0.0009,2.368,-2.3671,0.0,27.0
2025-01-04 21:00:00,Panel_A,0.0,0.0,2.433,-2.433,0.0,26.4
2025-01-04 21:00:00,Panel_B,0.0,0.0,2.8496,-2.8496,0.0,28.6
2025-01-04 21:00:00,Panel_C,0.0,0.0053,2.9955,-2.9902,0.0,36.9
2025-01-04 22:00:00,Panel_A,0.0,0.0,2.0468,-2.0468,0.0,24.7
2025-01-04 22:00:00,Panel_B,0.0,0.0035,2.8926,-2.8891,0.0,20.9
2025-01-04 22:00:00,Panel_C,0.0,0.0128,2.5014,-2.4886,0.0,33.9
2025-01-04 23:00:00,Panel_A,0.0,0.0,0.5746,-0.5746,0.0,21.4
2025-01-04 23:00:00,Panel_B,0.0,0.0,0.9819,-0.9819,0.0,27.8
2025-01-04 23:00:00,Panel_C,0.0,0.0089,0.6725,-0.6636,0.0,34.7
2025-01-05 00:00:00,Panel_A,0.0,0.0032,0.1544,-0.1513,0.0,30.6
2025-01-05 00:00:00,Panel_B,0.0,0.0049,0.1722,-0.1673,0.0,21.6
2025-01-05 00:00:00,Panel_C,0.0,0.0,0.137,-0.137,0.0,29.8
2025-01-05 01:00:00,Panel_A,0.0,0.0031,0.2746,-0.2715,0.0,33.2
2025-01-05 01:00:00,Panel_B,0.0,0.0028,0.2385,-0.2357,0.0,35.3
2025-01-05 01:00:00,Panel_C,0.0,0.0054,0.1499,-0.1445,0.0,28.8
2025-01-05 02:00:00,Panel_A,0.0,0.0021,0.1361,-0.134,0.0,30.2
2025-01-05 02:00:00,Panel_B,0.0,0.001,0.2831,-0.2821,0.0,20.6
2025-01-05 02:00:00,Panel_C,0.0,0.0,0.2849,-0.2849,0.0,37.5
2025-01-05 03:00:00,Panel_A,0.0,0.0053,0.2889,-0.2836,0.0,28.5
